icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
S34.129D,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.131A,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.131D,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.132A,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.132D,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.139A,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.139D,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S34.3XXA,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,Spinal Cord Disorders/Injuries,S34,,,,,,,True,True
S48.011A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.012A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.019A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.021A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.022A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.029A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.111A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.112A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.119A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.121A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.122A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.129A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.911A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.912A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.919A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.921A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.922A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S48.929A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S48,,,,,,,True,True
S58.011A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.012A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.019A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.021A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.022A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.029A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.111A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.112A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.119A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.121A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.122A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.129A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.911A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.912A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.919A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.921A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.922A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S58.929A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S58,,,,,,,True,True
S68.411A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.412A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.419A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.421A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.422A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.429A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.711A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.712A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.719A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.721A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.722A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S68.729A,Traumatic Amputations and Complications,Traumatic Amputations and Complications,Traumatic Amputations and Complications,S68,,,,,,,True,True
S72.001A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.001B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.001C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.002A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.002B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.002C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.009A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.009B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.009C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.011A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.011B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.011C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.012A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.012B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.012C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.019A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.019B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.019C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.021A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.021B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.021C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.022A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.022B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.022C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.023A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.023B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.023C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.024A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.024B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.024C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.025A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.025B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.025C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.026A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.026B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.026C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.031A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.031B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.031C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.032A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.032B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.032C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.033A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.033B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.033C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.034A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.034B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.034C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.035A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.035B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.035C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.036A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.036B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.036C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.041A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.041B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.041C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.042A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.042B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.042C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.043A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.043B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.043C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.044A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.044B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.044C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.045A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.045B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.045C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.046A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.046B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.046C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.051A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.051B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.051C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.052A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.052B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.052C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.059A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.059B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.059C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.061A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.061B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.061C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.062A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.062B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.062C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.063A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.063B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.063C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.064A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.064B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.064C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.065A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.065B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.065C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.066A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.066B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.066C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.091A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.091B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.091C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.092A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.092B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.092C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.099A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.099B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.099C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.101A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.101B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.101C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.102A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.102B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.102C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.109A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.109B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.109C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.111A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.111B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.111C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.112A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.112B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.112C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.113A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.113B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.113C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.114A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.114B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.114C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.115A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.115B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.115C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.116A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.116B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.116C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.121A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.121B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.121C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.122A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.122B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.122C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.123A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.123B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.123C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.124A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.124B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.124C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.125A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.125B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.125C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.126A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.126B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.126C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.131A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.131B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.131C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.132A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.132B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.132C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.133A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.133B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.133C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.134A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.134B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.134C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.135A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.135B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.135C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.136A,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.136B,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
S72.136C,Hip Fracture/Dislocation,Hip Fracture/Dislocation,Hip Fracture/Dislocation,S72,,,,,,,True,True
