icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
E08.3551,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3552,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3553,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3559,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3591,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3592,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3593,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.3599,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.36,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.37X1,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.37X2,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.37X3,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.37X9,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.39,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.40,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.41,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.42,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.43,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.44,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.49,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.51,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.52,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene; Diabetes with Chronic Complications,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene; Diabetes with Chronic Complications,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene; Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.59,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.610,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.618,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.620,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.621,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications","Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications","Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.622,"Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications","Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications","Chronic Ulcer of Skin, Except Pressure, Not Specified as Through to Bone or Muscle; Diabetes with Chronic Complications",E08,,,,,,,True,True
E08.628,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.630,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.638,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.641,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,E08,,,,,,,True,True
E08.649,"Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications",E08,,,,,,,True,True
E08.65,"Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications",E08,,,,,,,True,True
E08.69,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E08,,,,,,,True,True
E08.8,"Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications",E08,,,,,,,True,True
E08.9,"Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications","Diabetes with Glycemic, Unspecified, or No Complications",E08,,,,,,,True,True
E10.10,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,E10,,,,,,,True,True
E10.11,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,Diabetes with Severe Acute Complications,E10,,,,,,,True,True
E10.21,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.22,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.29,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.311,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.319,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3211,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3212,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3213,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3219,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3291,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3292,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3293,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3299,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3311,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3312,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3313,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3319,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3391,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3392,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3393,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3399,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3411,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3412,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3413,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3419,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3491,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3492,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3493,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3499,Diabetes with Chronic Complications,Diabetes with Chronic Complications,Diabetes with Chronic Complications,E10,,,,,,,True,True
E10.3511,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
E10.3512,"Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications","Severe Diabetic Eye Disease, Retinal Vein Occlusion, and Vitreous Hemorrhage; Diabetes with Chronic Complications",E10,,,,,,,True,True
